"site_ID","cam","Taxon","Size_class","shapeT","scaleT","muY","sizeY","Lvalue","estPar","shape_se","mu_se","size_se","D","pred","se","lwr","upr","detects","AICc"
"hale_kaku",3,"Chaetodon lineolatus","10_20",6.29173420660687,1,9.4999901681101,3.65683004588515,33.0712275383299,3,0.645112310070345,17.0898605684776,25.673896088483,0.461199175178451,0.287481557214918,2.32871017192358,0.0548357421812003,1.50714921420446,19,0.602672708604205
"hale_kaku",3,"Chlorurus perspicillatus","10_20",3.60480162613402,0.970926967585182,3.66631943644296,16.9390208590887,29.6211108626369,4,1.98482507595195,1.48645594598333,8311.00376220183,0.0990132312532649,0.1493787944069,2.54004832275104,0.0240324845328197,0.928494271492656,11,7.8896920427884
"hale_kaku",3,"Chlorurus perspicillatus","20_30",4.59642938687827,0.932400589616301,10.4999777886942,20,90.8241807574607,4,0.938558353719606,8.00620439922065,1867.37460755819,0.347221421670408,0.190382820492965,2.44288047091241,0.0330627832447648,1.09626639930852,21,1.48214888388972
"hale_kaku",3,"Chlorurus spilurus","10_20",3.70108810409009,1,14.3333026580325,20,92.0486969062892,3,0.0716998271444341,8.20180222337248,406.943928863629,0.409327283641721,0.161489772661829,2.49217795863253,0.0269680834734948,0.967030033854669,43,-2.42925088703636
"hale_kaku",3,"Ctenochaetus strigosus","10_20",4.40983191581369,0.880384131537536,16.9998045869915,20,104.927510991565,4,0.709452840230936,15.7244716433958,554.138050537904,0.509252500334818,0.172402360565535,2.4407127428639,0.0299923529026699,0.991005074694319,34,0.0727708643626519
"hale_kaku",3,"Gomphosus varius","10_20",3.90493863655517,1.48529921011346,9.66668164987762,20,79.0755954342786,4,0.937532144109456,4.77964914311459,527.030702899414,0.432614008765596,0.250825326148584,2.50525158050792,0.0414593749069465,1.51746967673173,29,0.925858068351865
"hale_kaku",3,"Gomphosus varius","20_30",5.08245540422,0.806697609018847,8.5000055201163,20,62.9689977641342,4,1.61675628923001,6.05626001284733,916.884974326475,0.2689047987963,0.18242088630867,2.41383908770767,0.0324314422762324,1.02608386880248,17,3.04804832075514
"hale_kaku",3,"Lutjanus fulvus","20_30",2.93277315170712,1,3.66666719532837,20,14.2445105792289,3,0.410943714767573,1.44629652364373,2369.74436023873,0.0829745610085208,0.122015283807909,2.68709717242506,0.0175799981660754,0.84685614538083,11,4.11582820859713
"hale_kaku",3,"Mulloidichthys vanicolensis","10_20",10.6988207113083,1,5.99998660045496,20,39.060252904161,3,0.680464708904984,7.79995654947249,1916.81036676141,0.495314667504013,0.505846149581671,2.24161763141207,0.103972345704429,2.46104216763576,6,10.669789199623
"hale_kaku",3,"Thalassoma duperrey","10_20",4.04981719983399,1,33.3333255551879,20,236.118071835929,3,0.0410669595648092,29.6296061249636,340.811647847497,1.04161940710699,0.175571347881755,2.49941674308938,0.0291534422476275,1.05734677693248,100,-4.67866396860925
"hale_kaku",3,"Thalassoma duperrey","20_30",8.49482770894049,1,3.99999947003044,2.22536664370034,10.7237697572093,3,2.66840268291268,5.59490938459967,13.3522596521341,0.262186005661743,0.399871999532162,2.29179324436863,0.0787004366495372,2.03172463606388,8,7.25507449943578
"hale_kaku",3,"Zanclus cornutus","10_20",6.96579856164742,1,26.333323908756,12.1429639626849,320.852548307338,3,0.12703149299896,27.8133151271817,203.939591353481,1.41537522999235,0.319696738910458,2.320743084118,0.0613916292343218,1.66481988089741,79,-5.22196333305703
"hale_kaku",3,"Zebrasoma flavescens","5_10",3.24169145393862,2.74548083358275,8.33333048723469,1.18951774255551,183.870455170442,4,0.318154719744048,22.2378615680826,1.04526722387635,0.572273579960361,0.378706309524445,2.62067270226959,0.057307766446754,2.5026009172226,25,-0.428462923328166
"hale_kaku",3,"Zebrasoma velifer","10_20",1.60874180819987,8.25038910640586,8.33336197955223,1.70138746046835,125.76896783692,4,0.131342041562793,16.3834365739535,3.1883220864629,0.853445956473123,0.47612371209686,3.17590701765726,0.0494377804179396,4.58543622517958,25,0.331106729451328
"hale_kinalea",4,"Abudefduf abdominalis","10_20",2.22660402476092,5.29957590911244,17.2500862586067,2.26658495474735,81.3776717044018,4,0.433250038184692,37.133779471204,2.97921718386802,1.17796297423332,0.342362761537879,2.896571083957,0.0425788087405529,2.75283090238754,69,-0.173201863989426
"hale_kinalea",4,"Abudefduf sordidus","20_30",1.549367606965,5.33941756594555,11.0000241964401,20,137.063849080032,4,0.090867830560259,17.0501015110859,1342.38979366784,0.52662110506067,0.216612136900587,3.36324597637613,0.0201018426605623,2.33415506453508,11,4.825772928789
"hale_kinalea",4,"Acanthurus nigroris","10_20",1.87458340515878,9,11.5000167787473,2.07982750325209,227.128725808451,4,0.0846030115609676,18.771851424738,3.01812225303854,1.12279899023371,0.481024743436479,3.00936652873208,0.0555080853652149,4.1684882891517,46,-1.87542410550587
"hale_kinalea",4,"Acanthurus nigroris","20_30",11.1930727635734,1,2.50000470283676,20,116.44971905682,3,0.891737373583544,1.40625537069064,8854.19870122662,0.161937121227591,0.399732935488494,2.21959121038939,0.0837673660888279,1.90750201629605,5,20.4850808324749
"hale_kinalea",4,"Acanthurus triostegus","10_20",1.502754376848,7.00459776239138,16.3324881077601,3.03931675382042,262.324381774465,4,0.0492627153218637,34.6963681246496,8.15280521221662,0.994900880236079,0.270922262485119,3.41393304326069,0.0244154591242825,3.00624583533047,49,-2.23007276355941
"hale_kinalea",4,"Calotomus carolinus","10_20",9.22375213403791,1,6.00000008280202,20,45.188194120086,3,0.727772624661055,7.79999977860633,1916.82342008498,0.320269175740583,0.332116005690429,2.23410733398914,0.0687141057572333,1.60521686224745,6,10.3783282786238
"hale_kinalea",4,"Chaetodon ephippium","10_20",1.64852734868757,5.45939268477448,9.4998943836147,0.985902862798484,88.380226825184,4,0.190298343447705,25.259042779492,0.485675253753854,0.494783864951798,0.24321167121491,3.22193966138939,0.0245512892075973,2.40932019964333,38,0.248824679769816
"hale_kinalea",4,"Chaetodon lunulatus","10_20",6.02536706990432,1,8.99999791269063,5.61658799939943,332.048476611121,3,0.115423346861093,7.80718171217346,65.1942746024931,0.31382112877508,0.205088370523671,2.34774846863853,0.03850028685038,1.09249159330977,27,-4.56708368342327
"hale_kinalea",4,"Ctenochaetus strigosus","10_20",1.21498278641218,7.48977815174106,4.00009636112047,1.10153033504268,135.383387003849,4,0.0591654864368144,6.17561131837909,1.17774481894128,0.2106521006665,0.204896157122057,3.97874895655971,0.0136782519547878,3.06928365862508,12,3.89806439976077
"hale_kinalea",4,"Gomphosus varius","10_20",1.46163222165203,1,6.33333296123406,2.235867698328,12.0291670659629,3,0.25835181814398,8.09105554103809,7.20199818616741,0.053570622260362,0.0355291625182545,3.45064022968205,0.00313546238629522,0.402594971244438,19,2.6253314209701
"hale_kinalea",4,"Gomphosus varius","20_30",5.37620160138761,0.372027236585294,8.00342677983512,2.13295074985346,23.5985748632585,4,4.54032955991968,12.6879009721552,4.35595173367428,0.0926365814845762,0.0669846025468116,2.40633749759915,0.0119816373075027,0.374484460111696,24,3.78289051177849
"hale_kinalea",4,"Stethojulis balteata","10_20",9.43736131037134,1,2.99999963893305,20,38.5367997936609,3,0.745554540687452,1.14999939537199,4373.88761622378,0.163843058585618,0.334655781381246,2.22885055412554,0.069560015584836,1.6100412150613,9,3.49677275286578
"hale_kinalea",4,"Thalassoma duperrey","20_30",4.78064703857385,0.920378191194551,2.24999126802277,2.6194026773193,48.6046133517877,4,2.13758127706097,1.04566057390146,13.8338678384373,0.0572914869560274,0.147906186527924,2.42868858666023,0.0259811008826011,0.842005891593419,9,10.2325630973295
"hale_kinalea",4,"Zanclus cornutus","10_20",6.55838480333076,1,4.66666909366672,20,209.339882361203,3,0.303602100768431,1.91852066569404,1962.64696206051,0.177116965660169,0.220932865319316,2.32386835227437,0.0423141618470792,1.15354597249507,14,-2.2879183249514
"hale_kinalea",4,"Zebrasoma flavescens","10_20",5.51224123174928,9,9.99996085468044,1.12453267751843,108.349231638432,4,0.713500734484967,32.9747853101442,0.880183644076122,2.87094773640877,1.70671305604752,2.36583023276362,0.315611412756245,9.22929063383633,30,0.229280727040202
"hale_kinalea",4,"Zebrasoma velifer","10_20",3.89751569875326,6.13217394694534,6.33355870640373,2.4530413964137,161.333820249579,4,0.700487675205417,7.56256458045912,9.61030974642036,0.876004629056081,0.778585539608977,2.50604742364839,0.128613730254505,4.71330270328561,19,0.690191584903116
